,todayid,id,time,temp,hum,dust
846,Today847,92,2022-06-08 04:00:00,19.0,70.0,29.6
847,Today848,93,2022-06-10 15:00:00,29.1,76.7,54.7
848,Today849,32,2022-06-10 02:00:00,16.4,12.6,21.2
849,Today850,31,2022-06-08 04:00:00,23.3,34.2,99.1
850,Today851,77,2022-06-10 17:00:00,24.6,21.7,116.8
851,Today852,41,2022-06-11 15:00:00,18.9,23.2,76.8
852,Today853,54,2022-06-09 09:00:00,22.0,69.9,58.4
853,Today854,84,2022-06-11 08:00:00,25.6,77.8,141.3
854,Today855,88,2022-06-10 20:00:00,17.1,52.9,103.1
855,Today856,54,2022-06-09 06:00:00,20.4,34.2,25.7
856,Today857,13,2022-06-09 18:00:00,15.1,22.5,125.2
857,Today858,41,2022-06-11 00:00:00,25.2,67.2,97.6
858,Today859,50,2022-06-08 14:00:00,27.3,31.3,84.4
859,Today860,38,2022-06-09 13:00:00,20.7,27.3,43.5
860,Today861,95,2022-06-11 18:00:00,26.9,52.8,73.3
861,Today862,85,2022-06-08 04:00:00,18.1,46.7,42.1
862,Today863,79,2022-06-11 22:00:00,20.8,47.8,141.3
863,Today864,2,2022-06-11 10:00:00,25.0,75.7,48.5
864,Today865,12,2022-06-08 03:00:00,19.6,13.2,147.4
865,Today866,5,2022-06-10 20:00:00,29.0,13.9,47.7
866,Today867,83,2022-06-10 05:00:00,24.5,16.4,28.0
867,Today868,89,2022-06-09 21:00:00,21.0,38.8,130.8
868,Today869,44,2022-06-09 22:00:00,19.2,25.5,136.5
869,Today870,93,2022-06-08 14:00:00,18.3,45.7,18.1
870,Today871,99,2022-06-11 21:00:00,22.3,31.7,128.2
871,Today872,57,2022-06-11 22:00:00,19.5,17.7,89.8
872,Today873,16,2022-06-08 11:00:00,17.2,62.1,51.6
873,Today874,65,2022-06-11 17:00:00,26.6,12.7,87.3
874,Today875,61,2022-06-10 11:00:00,29.9,38.2,17.0
875,Today876,28,2022-06-09 03:00:00,19.1,22.2,136.6
876,Today877,45,2022-06-11 14:00:00,27.8,19.5,147.2
877,Today878,5,2022-06-10 20:00:00,16.7,62.2,149.4
878,Today879,40,2022-06-10 13:00:00,18.3,20.9,91.4
879,Today880,12,2022-06-10 11:00:00,28.4,60.1,50.7
880,Today881,76,2022-06-09 02:00:00,23.4,76.6,31.7
881,Today882,88,2022-06-10 05:00:00,27.5,44.5,68.7
882,Today883,39,2022-06-09 20:00:00,23.1,54.7,121.1
883,Today884,65,2022-06-08 05:00:00,28.1,66.8,64.2
884,Today885,77,2022-06-08 20:00:00,25.7,60.3,129.1
885,Today886,26,2022-06-09 13:00:00,24.5,53.4,31.4
886,Today887,88,2022-06-10 03:00:00,29.1,19.0,40.6
887,Today888,19,2022-06-11 16:00:00,21.4,30.3,32.7
888,Today889,45,2022-06-08 10:00:00,20.7,39.7,14.7
889,Today890,38,2022-06-11 02:00:00,18.2,35.7,55.4
890,Today891,52,2022-06-11 01:00:00,16.8,67.4,56.1
891,Today892,98,2022-06-09 06:00:00,27.3,57.2,67.9
892,Today893,14,2022-06-11 13:00:00,26.7,74.7,133.3
893,Today894,54,2022-06-10 12:00:00,25.7,62.2,0.8
894,Today895,51,2022-06-11 03:00:00,20.8,54.9,132.1
895,Today896,85,2022-06-10 00:00:00,19.2,66.6,78.2
896,Today897,9,2022-06-11 00:00:00,21.1,79.1,73.9
897,Today898,45,2022-06-11 22:00:00,28.6,21.8,80.2
898,Today899,1,2022-06-10 21:00:00,26.5,56.7,80.2
899,Today900,52,2022-06-09 15:00:00,23.6,42.1,41.1
900,Today901,94,2022-06-08 21:00:00,18.4,73.4,62.5
901,Today902,73,2022-06-09 14:00:00,28.2,66.5,24.4
902,Today903,82,2022-06-09 07:00:00,15.5,22.3,79.0
903,Today904,81,2022-06-10 19:00:00,29.0,32.3,78.0
904,Today905,91,2022-06-08 02:00:00,25.2,24.8,65.6
905,Today906,78,2022-06-09 07:00:00,24.8,50.5,18.4
906,Today907,1,2022-06-10 20:00:00,18.6,30.8,63.9
907,Today908,58,2022-06-08 03:00:00,17.7,26.8,64.1
908,Today909,76,2022-06-08 05:00:00,25.3,50.1,8.7
909,Today910,69,2022-06-09 05:00:00,26.7,53.5,70.7
910,Today911,99,2022-06-09 22:00:00,26.5,77.1,77.8
911,Today912,46,2022-06-08 14:00:00,19.1,70.3,77.4
912,Today913,85,2022-06-09 01:00:00,26.1,33.0,146.8
913,Today914,12,2022-06-09 18:00:00,28.1,13.0,85.0
914,Today915,78,2022-06-09 19:00:00,23.4,51.2,77.5
915,Today916,98,2022-06-10 01:00:00,26.4,31.1,38.3
916,Today917,63,2022-06-10 23:00:00,23.5,45.1,136.6
917,Today918,75,2022-06-09 09:00:00,29.8,50.1,55.8
918,Today919,50,2022-06-09 17:00:00,17.4,67.5,99.9
919,Today920,67,2022-06-11 20:00:00,23.8,43.0,55.5
920,Today921,32,2022-06-08 09:00:00,15.9,52.1,113.4
921,Today922,36,2022-06-10 06:00:00,21.6,34.0,7.2
922,Today923,92,2022-06-08 11:00:00,29.1,64.8,28.9
923,Today924,71,2022-06-09 09:00:00,15.3,59.4,106.9
924,Today925,22,2022-06-09 21:00:00,24.8,71.8,47.5
925,Today926,25,2022-06-10 20:00:00,28.6,44.4,95.9
926,Today927,12,2022-06-09 20:00:00,17.2,42.2,95.6
927,Today928,6,2022-06-11 13:00:00,21.2,28.8,92.2
928,Today929,84,2022-06-09 04:00:00,17.1,71.4,1.8
929,Today930,74,2022-06-11 01:00:00,16.4,59.4,85.2
930,Today931,61,2022-06-09 07:00:00,28.5,53.1,44.4
931,Today932,1,2022-06-10 07:00:00,24.4,72.5,72.5
932,Today933,82,2022-06-08 03:00:00,25.1,20.6,95.0
933,Today934,95,2022-06-11 11:00:00,28.0,73.1,46.1
934,Today935,50,2022-06-10 07:00:00,24.1,53.8,89.9
935,Today936,49,2022-06-11 18:00:00,23.1,12.5,0.1
936,Today937,49,2022-06-11 14:00:00,29.5,62.5,33.0
937,Today938,1,2022-06-10 12:00:00,24.0,19.0,111.8
938,Today939,14,2022-06-12 00:00:00,22.8,71.5,69.0
939,Today940,93,2022-06-11 07:00:00,23.4,40.1,106.9
940,Today941,31,2022-06-08 02:00:00,20.9,32.7,96.9
941,Today942,74,2022-06-10 20:00:00,15.9,70.7,57.0
942,Today943,7,2022-06-11 09:00:00,26.1,24.3,78.7
943,Today944,30,2022-06-10 19:00:00,20.2,44.2,72.5
944,Today945,47,2022-06-08 22:00:00,22.5,11.2,75.5
945,Today946,78,2022-06-11 13:00:00,18.0,34.6,86.6
946,Today947,29,2022-06-09 06:00:00,15.7,34.5,111.5
947,Today948,11,2022-06-09 03:00:00,20.5,61.2,26.5
948,Today949,87,2022-06-10 14:00:00,27.6,64.9,125.1
949,Today950,97,2022-06-11 09:00:00,29.3,79.9,62.3
950,Today951,95,2022-06-11 13:00:00,16.1,31.0,92.8
951,Today952,32,2022-06-08 14:00:00,19.0,76.2,128.5
952,Today953,83,2022-06-08 13:00:00,18.3,18.0,103.5
953,Today954,35,2022-06-08 08:00:00,23.3,65.2,1.3
954,Today955,83,2022-06-09 12:00:00,28.8,75.6,148.4
955,Today956,11,2022-06-11 13:00:00,16.9,48.4,122.2
956,Today957,86,2022-06-09 05:00:00,27.4,76.6,52.6
957,Today958,83,2022-06-08 04:00:00,15.8,37.9,129.3
958,Today959,22,2022-06-10 14:00:00,23.0,36.7,117.9
959,Today960,63,2022-06-08 15:00:00,23.6,66.5,148.7
960,Today961,36,2022-06-10 17:00:00,16.6,53.1,104.0
961,Today962,6,2022-06-08 15:00:00,29.3,46.1,121.6
962,Today963,6,2022-06-11 07:00:00,25.4,77.0,23.1
963,Today964,40,2022-06-08 20:00:00,27.2,76.5,150.0
964,Today965,6,2022-06-11 00:00:00,27.7,35.8,123.4
965,Today966,51,2022-06-11 18:00:00,24.5,29.5,137.1
966,Today967,31,2022-06-10 04:00:00,28.6,28.8,65.2
967,Today968,49,2022-06-08 11:00:00,20.2,11.1,128.6
968,Today969,70,2022-06-09 22:00:00,21.2,28.6,58.8
969,Today970,79,2022-06-09 19:00:00,19.0,49.8,5.0
970,Today971,37,2022-06-11 03:00:00,15.2,73.8,5.9
971,Today972,66,2022-06-08 15:00:00,21.6,71.6,133.5
972,Today973,74,2022-06-09 05:00:00,18.4,56.1,140.1
973,Today974,49,2022-06-08 21:00:00,17.4,68.1,99.3
974,Today975,75,2022-06-09 19:00:00,24.4,79.6,132.7
975,Today976,70,2022-06-09 04:00:00,17.2,76.1,129.2
976,Today977,43,2022-06-09 13:00:00,19.9,42.1,64.9
977,Today978,44,2022-06-08 20:00:00,28.1,43.5,125.8
978,Today979,59,2022-06-11 14:00:00,16.4,28.0,26.8
979,Today980,51,2022-06-11 07:00:00,15.6,67.3,147.4
980,Today981,85,2022-06-09 00:00:00,19.4,77.2,90.1
981,Today982,1,2022-06-11 02:00:00,20.2,56.6,97.6
982,Today983,53,2022-06-11 02:00:00,24.6,37.3,57.1
983,Today984,4,2022-06-08 10:00:00,17.8,79.4,108.1
984,Today985,25,2022-06-08 14:00:00,23.4,37.5,15.3
985,Today986,15,2022-06-11 20:00:00,22.8,35.3,18.7
986,Today987,18,2022-06-10 21:00:00,19.3,76.9,130.2
987,Today988,3,2022-06-11 08:00:00,21.5,10.8,36.6
988,Today989,45,2022-06-10 13:00:00,27.4,21.2,122.0
989,Today990,5,2022-06-11 13:00:00,27.1,55.4,138.5
990,Today991,95,2022-06-09 02:00:00,18.0,51.2,5.6
991,Today992,57,2022-06-11 20:00:00,20.3,50.6,42.0
992,Today993,69,2022-06-08 07:00:00,29.8,18.3,20.8
993,Today994,2,2022-06-09 06:00:00,18.5,11.5,95.5
994,Today995,24,2022-06-08 14:00:00,23.7,70.1,42.4
995,Today996,31,2022-06-11 20:00:00,21.4,62.0,82.9
996,Today997,67,2022-06-11 11:00:00,23.6,31.0,71.0
997,Today998,75,2022-06-11 11:00:00,18.8,18.5,33.6
998,Today999,92,2022-06-10 00:00:00,16.8,60.7,49.6
999,Today1000,98,2022-06-08 05:00:00,15.1,11.7,132.7
