,todayid,id,today,weather,temp,dust
865,Today866,42,2022-06-09 22:00:00,cloud,24.1,25.6
866,Today867,56,2022-06-12 00:00:00,cloud,24.3,86.1
867,Today868,16,2022-06-11 12:00:00,cloud,25.9,119.0
868,Today869,6,2022-06-08 00:00:00,sun,28.1,76.3
869,Today870,91,2022-06-09 07:00:00,rain,22.9,57.2
870,Today871,71,2022-06-09 11:00:00,fog,26.2,85.7
871,Today872,78,2022-06-10 05:00:00,sun,18.7,96.9
872,Today873,31,2022-06-09 23:00:00,rain,24.7,65.6
873,Today874,36,2022-06-10 17:00:00,fog,28.3,81.5
874,Today875,26,2022-06-08 13:00:00,sun,15.6,10.7
875,Today876,64,2022-06-11 12:00:00,fog,27.7,44.8
876,Today877,49,2022-06-08 06:00:00,rain,23.0,8.5
877,Today878,19,2022-06-09 01:00:00,sun,19.3,107.2
878,Today879,82,2022-06-08 03:00:00,cloud,26.3,56.2
879,Today880,45,2022-06-08 17:00:00,fog,21.3,19.9
880,Today881,53,2022-06-10 22:00:00,rain,20.4,113.1
881,Today882,78,2022-06-08 04:00:00,rain,15.1,12.3
882,Today883,39,2022-06-10 15:00:00,fog,17.4,27.2
883,Today884,99,2022-06-08 08:00:00,cloud,28.7,19.6
884,Today885,83,2022-06-08 20:00:00,sun,30.0,43.0
885,Today886,40,2022-06-10 06:00:00,fog,27.4,54.2
886,Today887,54,2022-06-08 11:00:00,cloud,26.6,88.7
887,Today888,29,2022-06-11 12:00:00,sun,18.0,139.6
888,Today889,19,2022-06-08 02:00:00,sun,29.6,131.1
889,Today890,54,2022-06-08 23:00:00,fog,19.3,70.2
890,Today891,72,2022-06-09 03:00:00,cloud,26.0,106.6
891,Today892,10,2022-06-09 15:00:00,fog,18.4,70.6
892,Today893,67,2022-06-08 19:00:00,sun,17.4,11.2
893,Today894,23,2022-06-10 17:00:00,fog,25.7,96.5
894,Today895,22,2022-06-10 11:00:00,fog,28.4,14.5
895,Today896,58,2022-06-09 09:00:00,rain,21.6,51.7
896,Today897,42,2022-06-11 10:00:00,rain,28.3,104.6
897,Today898,70,2022-06-11 21:00:00,fog,24.7,94.7
898,Today899,22,2022-06-10 03:00:00,fog,28.2,118.8
899,Today900,43,2022-06-11 21:00:00,cloud,21.8,41.1
900,Today901,58,2022-06-11 07:00:00,rain,23.2,127.6
901,Today902,51,2022-06-08 23:00:00,fog,29.2,112.5
902,Today903,87,2022-06-10 09:00:00,sun,17.1,58.9
903,Today904,33,2022-06-09 21:00:00,sun,19.6,47.9
904,Today905,92,2022-06-11 04:00:00,cloud,18.5,24.1
905,Today906,46,2022-06-08 20:00:00,rain,20.3,129.8
906,Today907,79,2022-06-09 22:00:00,cloud,24.8,145.3
907,Today908,33,2022-06-11 03:00:00,fog,22.7,21.9
908,Today909,49,2022-06-08 12:00:00,fog,23.6,125.1
909,Today910,42,2022-06-08 18:00:00,sun,26.7,49.9
910,Today911,16,2022-06-09 08:00:00,rain,29.6,48.2
911,Today912,17,2022-06-09 11:00:00,rain,21.7,91.2
912,Today913,36,2022-06-10 15:00:00,sun,24.1,3.7
913,Today914,11,2022-06-11 02:00:00,rain,22.7,96.2
914,Today915,31,2022-06-11 10:00:00,rain,20.9,65.1
915,Today916,89,2022-06-10 13:00:00,rain,22.2,149.7
916,Today917,60,2022-06-10 02:00:00,rain,22.2,59.3
917,Today918,76,2022-06-10 19:00:00,rain,26.0,63.1
918,Today919,2,2022-06-11 16:00:00,cloud,21.3,19.8
919,Today920,15,2022-06-10 22:00:00,rain,21.3,136.8
920,Today921,80,2022-06-09 18:00:00,sun,22.8,14.4
921,Today922,73,2022-06-08 16:00:00,rain,18.0,54.9
922,Today923,21,2022-06-09 22:00:00,fog,23.1,80.6
923,Today924,64,2022-06-10 09:00:00,rain,18.1,95.0
924,Today925,15,2022-06-10 14:00:00,rain,18.7,93.3
925,Today926,51,2022-06-10 02:00:00,sun,21.8,89.9
926,Today927,24,2022-06-08 06:00:00,cloud,22.4,2.5
927,Today928,33,2022-06-09 21:00:00,rain,27.3,19.3
928,Today929,12,2022-06-10 12:00:00,rain,15.1,44.3
929,Today930,37,2022-06-09 19:00:00,fog,24.6,102.5
930,Today931,72,2022-06-09 10:00:00,fog,26.3,89.9
931,Today932,27,2022-06-10 14:00:00,sun,22.7,15.6
932,Today933,68,2022-06-11 08:00:00,fog,17.0,103.8
933,Today934,83,2022-06-11 01:00:00,rain,19.2,85.4
934,Today935,86,2022-06-10 07:00:00,fog,26.7,148.8
935,Today936,36,2022-06-08 04:00:00,cloud,20.1,131.5
936,Today937,85,2022-06-12 00:00:00,sun,19.3,94.3
937,Today938,24,2022-06-11 19:00:00,cloud,21.5,10.7
938,Today939,96,2022-06-08 17:00:00,cloud,29.8,13.6
939,Today940,74,2022-06-08 07:00:00,rain,27.4,0.9
940,Today941,94,2022-06-09 19:00:00,sun,29.0,110.3
941,Today942,93,2022-06-08 10:00:00,rain,20.3,119.8
942,Today943,35,2022-06-11 09:00:00,rain,21.2,59.4
943,Today944,56,2022-06-11 19:00:00,sun,21.8,73.1
944,Today945,12,2022-06-10 05:00:00,sun,17.6,51.5
945,Today946,69,2022-06-08 20:00:00,sun,27.0,7.6
946,Today947,33,2022-06-11 11:00:00,fog,19.0,16.2
947,Today948,11,2022-06-11 20:00:00,rain,29.3,7.3
948,Today949,90,2022-06-09 20:00:00,sun,22.3,57.0
949,Today950,46,2022-06-08 05:00:00,rain,19.9,93.3
950,Today951,37,2022-06-11 01:00:00,rain,25.7,88.5
951,Today952,46,2022-06-09 07:00:00,fog,16.8,63.1
952,Today953,8,2022-06-11 02:00:00,rain,20.9,144.1
953,Today954,98,2022-06-09 17:00:00,cloud,19.3,70.7
954,Today955,25,2022-06-09 02:00:00,cloud,23.9,101.5
955,Today956,83,2022-06-10 08:00:00,rain,19.9,113.5
956,Today957,1,2022-06-11 22:00:00,cloud,23.8,69.7
957,Today958,71,2022-06-09 06:00:00,sun,26.4,12.2
958,Today959,2,2022-06-10 00:00:00,rain,28.0,118.3
959,Today960,24,2022-06-08 19:00:00,fog,15.5,118.6
960,Today961,100,2022-06-09 05:00:00,rain,16.9,124.0
961,Today962,13,2022-06-09 01:00:00,fog,16.0,95.7
962,Today963,13,2022-06-10 19:00:00,sun,21.3,136.5
963,Today964,27,2022-06-08 10:00:00,fog,26.9,46.0
964,Today965,57,2022-06-09 13:00:00,fog,19.9,8.7
965,Today966,62,2022-06-08 15:00:00,sun,23.6,52.5
966,Today967,39,2022-06-10 19:00:00,sun,26.8,143.8
967,Today968,80,2022-06-10 08:00:00,fog,27.1,147.7
968,Today969,26,2022-06-11 01:00:00,cloud,29.8,62.8
969,Today970,56,2022-06-09 04:00:00,rain,22.4,98.5
970,Today971,94,2022-06-11 07:00:00,cloud,27.6,40.4
971,Today972,24,2022-06-11 01:00:00,rain,24.4,74.8
972,Today973,72,2022-06-08 11:00:00,rain,16.7,76.6
973,Today974,85,2022-06-11 20:00:00,cloud,17.8,142.5
974,Today975,72,2022-06-10 19:00:00,rain,29.1,28.4
975,Today976,17,2022-06-10 01:00:00,cloud,22.6,72.7
976,Today977,19,2022-06-08 06:00:00,sun,23.8,86.6
977,Today978,38,2022-06-10 00:00:00,sun,23.2,146.1
978,Today979,73,2022-06-08 16:00:00,rain,24.8,98.1
979,Today980,83,2022-06-11 20:00:00,rain,18.7,59.8
980,Today981,62,2022-06-11 02:00:00,rain,19.7,93.7
981,Today982,82,2022-06-08 13:00:00,sun,21.9,15.4
982,Today983,81,2022-06-11 08:00:00,sun,15.9,34.6
983,Today984,93,2022-06-09 14:00:00,rain,21.6,64.6
984,Today985,83,2022-06-08 02:00:00,fog,28.3,19.5
985,Today986,44,2022-06-08 16:00:00,cloud,25.8,80.2
986,Today987,46,2022-06-09 17:00:00,sun,25.4,59.9
987,Today988,73,2022-06-11 11:00:00,rain,29.2,75.9
988,Today989,74,2022-06-09 17:00:00,sun,17.8,78.8
989,Today990,100,2022-06-09 12:00:00,cloud,25.3,126.0
990,Today991,78,2022-06-11 13:00:00,sun,23.8,92.9
991,Today992,1,2022-06-08 08:00:00,cloud,22.9,57.2
992,Today993,40,2022-06-10 02:00:00,cloud,21.5,79.3
993,Today994,84,2022-06-08 02:00:00,rain,21.0,122.5
994,Today995,86,2022-06-11 04:00:00,cloud,22.0,71.4
995,Today996,22,2022-06-08 08:00:00,sun,19.2,82.3
996,Today997,41,2022-06-09 11:00:00,fog,29.0,4.7
997,Today998,10,2022-06-09 13:00:00,rain,25.4,17.9
998,Today999,59,2022-06-11 04:00:00,rain,16.7,66.5
999,Today1000,53,2022-06-09 16:00:00,fog,20.1,121.6
