,CODE,ID,myColor,myCategory,myImg,BuyDate
1016,my1017,dummy68,red,bottomEtc,img1017,2019-12-01
1017,my1018,dummy42,white,skirt,img1018,2021-05-19
1018,my1019,dummy6,blue,sweatShirts,img1019,2021-01-16
1019,my1020,dummy77,white,jogger,img1020,2018-06-26
1020,my1021,dummy83,blue,sweatShirts,img1021,2020-08-10
1021,my1022,dummy66,blue,shortShirts,img1022,2020-01-24
1022,my1023,dummy98,blue,jogger,img1023,2020-07-21
1023,my1024,dummy27,white,hoodie,img1024,2018-08-27
1024,my1025,dummy15,white,skirt,img1025,2019-01-29
1025,my1026,dummy33,red,bottomEtc,img1026,2019-02-15
1026,my1027,dummy87,red,hoodie,img1027,2021-11-10
1027,my1028,dummy91,blue,shortShirts,img1028,2020-05-10
1028,my1029,dummy15,yellow,shortPants,img1029,2019-11-22
1029,my1030,dummy56,blue,shortShirts,img1030,2018-04-20
1030,my1031,dummy40,red,jogger,img1031,2020-06-15
1031,my1032,dummy66,white,shortShirts,img1032,2018-07-20
1032,my1033,dummy2,blue,skirt,img1033,2021-08-06
1033,my1034,dummy30,red,shortShirts,img1034,2021-11-08
1034,my1035,dummy12,black,cotton,img1035,2021-08-25
1035,my1036,dummy11,blue,longShirts,img1036,2019-09-26
1036,my1037,dummy31,blue,jogger,img1037,2021-06-09
1037,my1038,dummy19,yellow,jean,img1038,2018-11-03
1038,my1039,dummy70,red,topEtc,img1039,2019-04-03
1039,my1040,dummy53,black,shortShirts,img1040,2021-05-22
1040,my1041,dummy2,yellow,shortShirts,img1041,2019-07-15
1041,my1042,dummy16,yellow,sweatShirts,img1042,2019-04-09
1042,my1043,dummy77,yellow,cotton,img1043,2020-09-16
1043,my1044,dummy84,yellow,longShirts,img1044,2019-07-16
1044,my1045,dummy91,white,dressShirts,img1045,2019-07-17
1045,my1046,dummy67,blue,cotton,img1046,2020-07-06
1046,my1047,dummy26,black,topEtc,img1047,2020-06-25
1047,my1048,dummy9,yellow,topEtc,img1048,2018-05-25
1048,my1049,dummy50,red,shortShirts,img1049,2018-11-18
1049,my1050,dummy60,yellow,bottomEtc,img1050,2019-02-25
1050,my1051,dummy82,black,longShirts,img1051,2021-12-31
1051,my1052,dummy15,black,slacks,img1052,2018-03-18
1052,my1053,dummy5,black,jogger,img1053,2019-04-28
1053,my1054,dummy87,blue,cotton,img1054,2021-10-12
1054,my1055,dummy67,blue,longShirts,img1055,2020-07-09
1055,my1056,dummy64,red,longPants,img1056,2018-07-09
1056,my1057,dummy72,blue,topEtc,img1057,2020-06-10
1057,my1058,dummy29,red,cotton,img1058,2021-12-15
1058,my1059,dummy8,yellow,jogger,img1059,2019-12-16
1059,my1060,dummy88,blue,slacks,img1060,2020-02-06
1060,my1061,dummy20,blue,hoodie,img1061,2018-03-08
1061,my1062,dummy69,yellow,jean,img1062,2018-07-16
1062,my1063,dummy90,red,cotton,img1063,2019-06-17
1063,my1064,dummy34,blue,slacks,img1064,2021-03-13
1064,my1065,dummy46,red,jean,img1065,2020-10-18
1065,my1066,dummy68,yellow,bottomEtc,img1066,2021-06-21
1066,my1067,dummy47,black,skirt,img1067,2020-10-14
1067,my1068,dummy36,red,skirt,img1068,2019-05-21
1068,my1069,dummy36,black,sweatShirts,img1069,2020-02-26
1069,my1070,dummy24,black,dressShirts,img1070,2018-07-21
1070,my1071,dummy62,white,hoodie,img1071,2019-09-24
1071,my1072,dummy54,blue,jean,img1072,2020-01-31
1072,my1073,dummy84,blue,jean,img1073,2020-06-25
1073,my1074,dummy72,yellow,longShirts,img1074,2021-05-04
1074,my1075,dummy43,red,knit,img1075,2018-12-11
1075,my1076,dummy2,white,knit,img1076,2018-03-09
1076,my1077,dummy10,red,bottomEtc,img1077,2020-07-03
1077,my1078,dummy64,black,hoodie,img1078,2019-04-25
1078,my1079,dummy73,black,longShirts,img1079,2020-05-01
1079,my1080,dummy15,yellow,slacks,img1080,2021-11-30
1080,my1081,dummy12,white,sweatShirts,img1081,2020-12-24
1081,my1082,dummy65,black,bottomEtc,img1082,2021-10-08
1082,my1083,dummy62,blue,slacks,img1083,2021-12-13
1083,my1084,dummy7,white,dressShirts,img1084,2018-12-29
1084,my1085,dummy75,blue,sweatShirts,img1085,2018-03-19
1085,my1086,dummy79,white,cotton,img1086,2021-05-12
1086,my1087,dummy58,yellow,bottomEtc,img1087,2020-07-15
1087,my1088,dummy59,red,dressShirts,img1088,2020-04-14
1088,my1089,dummy37,yellow,skirt,img1089,2020-06-01
1089,my1090,dummy68,blue,longShirts,img1090,2021-04-17
1090,my1091,dummy92,white,knit,img1091,2018-05-28
1091,my1092,dummy10,blue,skirt,img1092,2019-10-24
1092,my1093,dummy71,red,shortPants,img1093,2020-09-24
1093,my1094,dummy53,yellow,shortShirts,img1094,2021-05-07
1094,my1095,dummy98,blue,bottomEtc,img1095,2019-11-18
1095,my1096,dummy68,yellow,slacks,img1096,2018-12-05
1096,my1097,dummy48,white,longShirts,img1097,2018-04-07
1097,my1098,dummy99,white,knit,img1098,2021-09-23
1098,my1099,dummy3,white,sweatShirts,img1099,2020-09-11
1099,my1100,dummy34,black,jean,img1100,2021-01-25
1100,my1101,dummy97,blue,sweatShirts,img1101,2021-09-08
1101,my1102,dummy15,white,hoodie,img1102,2019-06-30
1102,my1103,dummy13,black,shortShirts,img1103,2020-11-05
1103,my1104,dummy26,yellow,bottomEtc,img1104,2020-05-28
1104,my1105,dummy18,white,shortPants,img1105,2018-05-18
1105,my1106,dummy38,white,longPants,img1106,2020-01-05
1106,my1107,dummy32,white,hoodie,img1107,2021-08-30
1107,my1108,dummy33,yellow,shortPants,img1108,2021-12-19
1108,my1109,dummy14,yellow,longShirts,img1109,2019-05-26
1109,my1110,dummy54,black,dressShirts,img1110,2018-10-25
1110,my1111,dummy32,white,skirt,img1111,2018-05-27
1111,my1112,dummy45,red,hoodie,img1112,2018-10-03
1112,my1113,dummy87,blue,longShirts,img1113,2020-03-31
1113,my1114,dummy19,blue,jogger,img1114,2021-09-02
1114,my1115,dummy15,white,hoodie,img1115,2021-07-27
1115,my1116,dummy51,black,slacks,img1116,2018-04-09
1116,my1117,dummy80,blue,sweatShirts,img1117,2019-12-13
1117,my1118,dummy60,red,longPants,img1118,2020-01-09
1118,my1119,dummy49,yellow,dressShirts,img1119,2019-04-01
1119,my1120,dummy45,black,longShirts,img1120,2019-04-17
1120,my1121,dummy75,white,skirt,img1121,2021-01-07
1121,my1122,dummy78,black,longShirts,img1122,2018-03-08
1122,my1123,dummy39,yellow,hoodie,img1123,2020-06-21
1123,my1124,dummy68,blue,slacks,img1124,2020-11-14
1124,my1125,dummy80,black,longShirts,img1125,2019-11-21
1125,my1126,dummy26,white,longShirts,img1126,2019-10-26
1126,my1127,dummy33,blue,jean,img1127,2019-10-04
1127,my1128,dummy89,yellow,jogger,img1128,2018-03-27
1128,my1129,dummy36,blue,cotton,img1129,2020-02-13
1129,my1130,dummy62,white,cotton,img1130,2021-06-18
1130,my1131,dummy32,white,bottomEtc,img1131,2019-09-06
1131,my1132,dummy62,black,hoodie,img1132,2021-10-26
1132,my1133,dummy27,blue,cotton,img1133,2020-10-15
1133,my1134,dummy95,red,longShirts,img1134,2021-06-28
1134,my1135,dummy41,yellow,topEtc,img1135,2021-04-05
1135,my1136,dummy20,red,jogger,img1136,2019-07-26
1136,my1137,dummy74,blue,longPants,img1137,2019-04-07
1137,my1138,dummy59,blue,shortPants,img1138,2018-12-04
1138,my1139,dummy11,blue,shortShirts,img1139,2019-10-15
1139,my1140,dummy22,white,dressShirts,img1140,2020-03-16
1140,my1141,dummy83,white,skirt,img1141,2021-12-30
1141,my1142,dummy10,white,sweatShirts,img1142,2020-03-06
1142,my1143,dummy65,black,dressShirts,img1143,2020-09-26
1143,my1144,dummy8,red,shortShirts,img1144,2021-07-09
1144,my1145,dummy21,blue,hoodie,img1145,2021-10-22
1145,my1146,dummy15,blue,shortPants,img1146,2018-11-07
1146,my1147,dummy80,yellow,jogger,img1147,2020-03-22
1147,my1148,dummy36,red,jogger,img1148,2018-03-26
1148,my1149,dummy62,white,jean,img1149,2021-08-27
1149,my1150,dummy32,yellow,longPants,img1150,2020-12-29
1150,my1151,dummy32,yellow,cotton,img1151,2020-03-03
1151,my1152,dummy50,black,shortShirts,img1152,2018-05-10
1152,my1153,dummy14,white,longPants,img1153,2020-07-03
1153,my1154,dummy75,red,bottomEtc,img1154,2020-01-07
1154,my1155,dummy27,blue,knit,img1155,2019-10-13
1155,my1156,dummy68,yellow,jean,img1156,2020-07-15
1156,my1157,dummy31,blue,slacks,img1157,2020-02-23
1157,my1158,dummy63,white,bottomEtc,img1158,2018-01-02
1158,my1159,dummy4,white,skirt,img1159,2021-12-26
1159,my1160,dummy20,white,longPants,img1160,2021-08-07
1160,my1161,dummy46,red,dressShirts,img1161,2018-11-16
1161,my1162,dummy75,white,skirt,img1162,2018-03-31
1162,my1163,dummy34,blue,topEtc,img1163,2020-03-10
1163,my1164,dummy60,white,shortPants,img1164,2020-10-03
1164,my1165,dummy27,black,shortShirts,img1165,2021-10-12
1165,my1166,dummy21,white,slacks,img1166,2018-01-06
1166,my1167,dummy88,yellow,longPants,img1167,2018-06-08
1167,my1168,dummy81,white,slacks,img1168,2021-10-12
1168,my1169,dummy67,black,shortPants,img1169,2020-10-25
1169,my1170,dummy29,red,cotton,img1170,2020-05-17
1170,my1171,dummy43,blue,hoodie,img1171,2019-04-03
1171,my1172,dummy4,yellow,jean,img1172,2020-07-19
1172,my1173,dummy28,yellow,sweatShirts,img1173,2020-08-31
1173,my1174,dummy100,white,shortShirts,img1174,2020-10-23
1174,my1175,dummy62,red,longShirts,img1175,2020-10-23
1175,my1176,dummy51,black,slacks,img1176,2021-03-23
1176,my1177,dummy16,red,jean,img1177,2021-08-24
1177,my1178,dummy25,white,bottomEtc,img1178,2018-11-29
1178,my1179,dummy29,red,jogger,img1179,2019-08-10
1179,my1180,dummy11,white,slacks,img1180,2018-09-23
1180,my1181,dummy12,red,jogger,img1181,2021-11-18
1181,my1182,dummy78,yellow,jogger,img1182,2020-09-27
1182,my1183,dummy12,red,jogger,img1183,2021-09-02
1183,my1184,dummy17,black,jogger,img1184,2018-02-01
1184,my1185,dummy90,black,bottomEtc,img1185,2020-06-21
1185,my1186,dummy52,white,longPants,img1186,2019-12-21
1186,my1187,dummy25,white,dressShirts,img1187,2019-02-02
1187,my1188,dummy73,red,knit,img1188,2020-02-18
1188,my1189,dummy99,white,jean,img1189,2020-06-12
1189,my1190,dummy16,black,cotton,img1190,2019-05-21
1190,my1191,dummy87,red,cotton,img1191,2019-06-02
1191,my1192,dummy52,blue,jogger,img1192,2018-06-13
1192,my1193,dummy42,red,skirt,img1193,2021-11-27
1193,my1194,dummy16,red,dressShirts,img1194,2019-07-09
1194,my1195,dummy43,blue,topEtc,img1195,2019-01-09
1195,my1196,dummy95,yellow,dressShirts,img1196,2020-01-15
1196,my1197,dummy54,red,jogger,img1197,2019-09-03
1197,my1198,dummy34,white,shortShirts,img1198,2020-05-13
1198,my1199,dummy48,black,shortShirts,img1199,2020-11-09
1199,my1200,dummy89,black,shortShirts,img1200,2020-02-03
1200,my1201,dummy49,white,topEtc,img1201,2018-11-14
1201,my1202,dummy43,yellow,longPants,img1202,2019-03-06
1202,my1203,dummy17,blue,shortPants,img1203,2021-01-05
1203,my1204,dummy80,black,longPants,img1204,2018-10-17
1204,my1205,dummy5,black,longShirts,img1205,2021-11-10
1205,my1206,dummy42,black,hoodie,img1206,2021-11-14
1206,my1207,dummy99,white,skirt,img1207,2018-10-23
1207,my1208,dummy63,yellow,jogger,img1208,2018-01-05
1208,my1209,dummy69,white,dressShirts,img1209,2018-05-23
1209,my1210,dummy62,yellow,longPants,img1210,2021-09-24
1210,my1211,dummy55,white,hoodie,img1211,2020-03-07
1211,my1212,dummy18,black,topEtc,img1212,2020-09-14
1212,my1213,dummy48,blue,bottomEtc,img1213,2021-03-21
1213,my1214,dummy2,yellow,skirt,img1214,2019-01-29
1214,my1215,dummy15,red,dressShirts,img1215,2021-10-13
1215,my1216,dummy67,black,cotton,img1216,2018-02-06
1216,my1217,dummy36,yellow,bottomEtc,img1217,2018-04-28
1217,my1218,dummy63,white,shortPants,img1218,2019-05-02
1218,my1219,dummy11,red,sweatShirts,img1219,2020-07-31
1219,my1220,dummy78,white,bottomEtc,img1220,2018-12-27
1220,my1221,dummy71,blue,jogger,img1221,2019-08-14
1221,my1222,dummy54,yellow,knit,img1222,2018-03-08
1222,my1223,dummy51,red,longShirts,img1223,2021-06-02
1223,my1224,dummy26,red,longPants,img1224,2019-03-05
1224,my1225,dummy99,white,skirt,img1225,2019-06-22
1225,my1226,dummy15,yellow,longPants,img1226,2018-01-16
1226,my1227,dummy29,black,bottomEtc,img1227,2020-06-08
1227,my1228,dummy16,blue,shortShirts,img1228,2018-06-13
1228,my1229,dummy19,blue,cotton,img1229,2019-02-16
1229,my1230,dummy56,white,jean,img1230,2019-12-22
1230,my1231,dummy22,black,topEtc,img1231,2018-11-08
1231,my1232,dummy41,red,longPants,img1232,2021-09-23
1232,my1233,dummy7,blue,knit,img1233,2021-06-18
1233,my1234,dummy79,white,hoodie,img1234,2020-05-07
1234,my1235,dummy23,red,jean,img1235,2021-06-21
1235,my1236,dummy50,yellow,topEtc,img1236,2019-05-28
1236,my1237,dummy22,yellow,jean,img1237,2019-02-18
1237,my1238,dummy95,blue,shortPants,img1238,2021-07-22
1238,my1239,dummy93,yellow,longShirts,img1239,2019-12-23
1239,my1240,dummy34,black,sweatShirts,img1240,2021-04-13
1240,my1241,dummy27,blue,jean,img1241,2020-11-23
1241,my1242,dummy11,black,bottomEtc,img1242,2021-12-08
1242,my1243,dummy94,blue,cotton,img1243,2018-12-21
1243,my1244,dummy12,black,sweatShirts,img1244,2020-03-22
1244,my1245,dummy64,white,jean,img1245,2021-04-02
1245,my1246,dummy57,blue,knit,img1246,2019-02-18
1246,my1247,dummy22,black,knit,img1247,2021-11-14
1247,my1248,dummy36,yellow,slacks,img1248,2018-11-30
1248,my1249,dummy91,yellow,cotton,img1249,2019-07-13
1249,my1250,dummy46,red,sweatShirts,img1250,2020-12-31
1250,my1251,dummy63,black,shortPants,img1251,2018-11-16
1251,my1252,dummy38,white,sweatShirts,img1252,2021-07-20
1252,my1253,dummy46,black,knit,img1253,2019-03-04
1253,my1254,dummy38,red,dressShirts,img1254,2020-05-27
1254,my1255,dummy28,red,knit,img1255,2021-10-17
1255,my1256,dummy80,red,topEtc,img1256,2021-02-25
1256,my1257,dummy33,red,hoodie,img1257,2020-07-01
1257,my1258,dummy94,black,knit,img1258,2020-12-02
1258,my1259,dummy19,blue,bottomEtc,img1259,2021-10-24
1259,my1260,dummy62,black,cotton,img1260,2021-02-24
1260,my1261,dummy57,red,shortPants,img1261,2020-07-06
1261,my1262,dummy20,white,jean,img1262,2019-04-12
1262,my1263,dummy77,blue,longShirts,img1263,2018-03-09
1263,my1264,dummy61,blue,shortPants,img1264,2020-09-22
1264,my1265,dummy52,blue,hoodie,img1265,2020-06-05
1265,my1266,dummy58,black,longShirts,img1266,2021-02-14
1266,my1267,dummy27,yellow,jean,img1267,2019-01-18
1267,my1268,dummy23,blue,hoodie,img1268,2018-05-01
1268,my1269,dummy12,red,hoodie,img1269,2018-06-24
1269,my1270,dummy73,blue,shortShirts,img1270,2019-03-01
1270,my1271,dummy13,white,cotton,img1271,2019-03-14
1271,my1272,dummy78,white,hoodie,img1272,2021-01-01
1272,my1273,dummy8,blue,hoodie,img1273,2021-03-09
1273,my1274,dummy63,red,shortShirts,img1274,2021-07-04
1274,my1275,dummy82,red,longPants,img1275,2018-09-20
1275,my1276,dummy32,blue,sweatShirts,img1276,2018-11-30
1276,my1277,dummy31,red,topEtc,img1277,2019-04-25
1277,my1278,dummy97,blue,hoodie,img1278,2020-07-19
1278,my1279,dummy41,red,cotton,img1279,2019-10-24
1279,my1280,dummy67,black,bottomEtc,img1280,2019-11-23
1280,my1281,dummy2,red,hoodie,img1281,2020-12-29
1281,my1282,dummy3,white,shortShirts,img1282,2019-05-29
1282,my1283,dummy20,white,shortShirts,img1283,2019-02-24
1283,my1284,dummy52,blue,bottomEtc,img1284,2019-04-30
1284,my1285,dummy7,black,hoodie,img1285,2019-09-27
1285,my1286,dummy38,yellow,topEtc,img1286,2018-06-07
1286,my1287,dummy67,black,dressShirts,img1287,2021-02-05
1287,my1288,dummy36,black,skirt,img1288,2020-01-26
1288,my1289,dummy52,white,longPants,img1289,2019-04-17
1289,my1290,dummy90,blue,longShirts,img1290,2021-07-26
1290,my1291,dummy61,yellow,sweatShirts,img1291,2019-06-19
1291,my1292,dummy52,blue,shortShirts,img1292,2019-11-23
1292,my1293,dummy26,red,longShirts,img1293,2020-11-14
1293,my1294,dummy51,blue,cotton,img1294,2019-05-08
1294,my1295,dummy92,white,knit,img1295,2021-06-24
1295,my1296,dummy76,yellow,longShirts,img1296,2019-04-13
1296,my1297,dummy62,red,bottomEtc,img1297,2019-04-04
1297,my1298,dummy55,blue,knit,img1298,2020-02-07
1298,my1299,dummy11,red,knit,img1299,2021-03-12
1299,my1300,dummy2,yellow,knit,img1300,2018-07-28
1300,my1301,dummy29,blue,dressShirts,img1301,2021-09-07
1301,my1302,dummy61,yellow,hoodie,img1302,2020-10-29
1302,my1303,dummy31,black,shortShirts,img1303,2019-11-09
1303,my1304,dummy35,yellow,slacks,img1304,2019-02-01
1304,my1305,dummy7,yellow,topEtc,img1305,2021-07-21
1305,my1306,dummy12,red,dressShirts,img1306,2020-03-05
1306,my1307,dummy13,blue,slacks,img1307,2020-02-04
1307,my1308,dummy54,red,cotton,img1308,2019-10-31
1308,my1309,dummy17,black,jean,img1309,2018-02-02
1309,my1310,dummy46,red,slacks,img1310,2020-11-27
1310,my1311,dummy86,blue,slacks,img1311,2020-04-17
1311,my1312,dummy21,yellow,dressShirts,img1312,2021-09-14
1312,my1313,dummy63,black,shortPants,img1313,2021-08-25
1313,my1314,dummy7,red,longShirts,img1314,2019-04-09
1314,my1315,dummy21,yellow,skirt,img1315,2019-01-19
1315,my1316,dummy15,white,longPants,img1316,2019-11-26
1316,my1317,dummy39,yellow,knit,img1317,2021-07-16
1317,my1318,dummy58,white,slacks,img1318,2020-02-15
1318,my1319,dummy23,white,cotton,img1319,2018-03-27
1319,my1320,dummy65,black,jean,img1320,2021-10-08
1320,my1321,dummy3,red,sweatShirts,img1321,2020-09-11
1321,my1322,dummy60,yellow,skirt,img1322,2020-05-19
1322,my1323,dummy67,black,hoodie,img1323,2021-04-17
1323,my1324,dummy29,black,hoodie,img1324,2019-05-05
1324,my1325,dummy24,white,knit,img1325,2018-10-04
1325,my1326,dummy26,yellow,bottomEtc,img1326,2021-10-19
1326,my1327,dummy14,black,hoodie,img1327,2018-09-26
1327,my1328,dummy16,blue,bottomEtc,img1328,2019-08-28
1328,my1329,dummy47,white,sweatShirts,img1329,2019-06-24
1329,my1330,dummy5,yellow,hoodie,img1330,2021-04-15
1330,my1331,dummy60,black,longPants,img1331,2019-05-25
1331,my1332,dummy99,blue,hoodie,img1332,2018-07-23
1332,my1333,dummy47,white,dressShirts,img1333,2020-11-11
1333,my1334,dummy49,blue,hoodie,img1334,2020-09-16
1334,my1335,dummy89,black,jogger,img1335,2020-01-08
1335,my1336,dummy45,yellow,slacks,img1336,2019-07-16
1336,my1337,dummy62,blue,dressShirts,img1337,2020-04-22
1337,my1338,dummy61,black,cotton,img1338,2018-11-11
1338,my1339,dummy30,red,shortPants,img1339,2021-09-03
1339,my1340,dummy50,white,longShirts,img1340,2020-01-14
1340,my1341,dummy62,red,longPants,img1341,2019-12-09
1341,my1342,dummy65,black,longPants,img1342,2020-11-26
1342,my1343,dummy52,red,shortShirts,img1343,2019-03-07
1343,my1344,dummy1,yellow,sweatShirts,img1344,2021-09-16
1344,my1345,dummy88,white,knit,img1345,2021-01-02
1345,my1346,dummy88,white,sweatShirts,img1346,2020-05-19
1346,my1347,dummy67,white,dressShirts,img1347,2021-04-11
1347,my1348,dummy1,red,dressShirts,img1348,2018-01-09
1348,my1349,dummy62,red,longPants,img1349,2018-07-04
1349,my1350,dummy28,blue,hoodie,img1350,2021-11-19
1350,my1351,dummy47,yellow,longShirts,img1351,2018-06-26
1351,my1352,dummy49,black,sweatShirts,img1352,2019-12-24
1352,my1353,dummy22,blue,bottomEtc,img1353,2021-05-11
1353,my1354,dummy3,blue,slacks,img1354,2020-11-17
1354,my1355,dummy10,black,shortShirts,img1355,2018-10-09
1355,my1356,dummy38,yellow,shortPants,img1356,2019-03-15
1356,my1357,dummy8,red,bottomEtc,img1357,2021-06-11
1357,my1358,dummy90,blue,sweatShirts,img1358,2021-12-12
1358,my1359,dummy30,white,longShirts,img1359,2018-07-13
1359,my1360,dummy83,black,cotton,img1360,2018-12-25
1360,my1361,dummy54,black,topEtc,img1361,2020-02-16
1361,my1362,dummy55,yellow,jogger,img1362,2018-05-19
1362,my1363,dummy29,blue,skirt,img1363,2020-10-08
1363,my1364,dummy4,red,skirt,img1364,2019-10-19
1364,my1365,dummy19,blue,longShirts,img1365,2018-11-03
1365,my1366,dummy81,yellow,skirt,img1366,2019-10-13
1366,my1367,dummy15,yellow,jogger,img1367,2020-09-14
1367,my1368,dummy70,black,longPants,img1368,2020-11-04
1368,my1369,dummy79,red,shortPants,img1369,2018-06-13
1369,my1370,dummy98,white,bottomEtc,img1370,2018-04-13
1370,my1371,dummy11,blue,hoodie,img1371,2019-05-01
1371,my1372,dummy78,red,sweatShirts,img1372,2021-11-25
1372,my1373,dummy23,yellow,jogger,img1373,2020-06-11
1373,my1374,dummy26,blue,slacks,img1374,2020-08-07
1374,my1375,dummy90,black,jogger,img1375,2019-03-28
1375,my1376,dummy13,white,shortPants,img1376,2018-02-01
1376,my1377,dummy47,black,cotton,img1377,2020-12-05
1377,my1378,dummy11,yellow,jogger,img1378,2018-01-19
1378,my1379,dummy66,black,shortPants,img1379,2020-02-20
1379,my1380,dummy9,blue,sweatShirts,img1380,2020-04-03
1380,my1381,dummy32,white,jogger,img1381,2019-07-04
1381,my1382,dummy39,blue,dressShirts,img1382,2018-09-21
1382,my1383,dummy53,yellow,shortPants,img1383,2019-03-16
1383,my1384,dummy1,yellow,skirt,img1384,2018-12-18
1384,my1385,dummy86,red,skirt,img1385,2020-03-12
1385,my1386,dummy2,black,sweatShirts,img1386,2021-10-07
1386,my1387,dummy15,blue,shortPants,img1387,2020-12-12
1387,my1388,dummy62,blue,sweatShirts,img1388,2018-09-20
1388,my1389,dummy27,red,hoodie,img1389,2019-05-22
1389,my1390,dummy19,red,shortPants,img1390,2019-12-05
1390,my1391,dummy65,blue,longShirts,img1391,2021-04-09
1391,my1392,dummy24,yellow,slacks,img1392,2020-04-12
1392,my1393,dummy22,yellow,skirt,img1393,2019-09-23
1393,my1394,dummy78,blue,shortPants,img1394,2020-10-08
1394,my1395,dummy94,white,sweatShirts,img1395,2018-09-01
1395,my1396,dummy53,red,dressShirts,img1396,2019-05-31
1396,my1397,dummy84,red,slacks,img1397,2018-08-01
1397,my1398,dummy8,white,hoodie,img1398,2021-12-05
1398,my1399,dummy73,blue,longShirts,img1399,2020-01-16
1399,my1400,dummy13,yellow,cotton,img1400,2020-09-04
1400,my1401,dummy2,blue,shortPants,img1401,2020-12-21
1401,my1402,dummy96,red,longPants,img1402,2018-10-22
1402,my1403,dummy84,yellow,sweatShirts,img1403,2018-01-18
1403,my1404,dummy77,black,jean,img1404,2018-11-26
1404,my1405,dummy10,yellow,jogger,img1405,2020-01-09
1405,my1406,dummy85,red,bottomEtc,img1406,2018-10-27
1406,my1407,dummy92,black,shortShirts,img1407,2019-10-05
1407,my1408,dummy59,red,longPants,img1408,2020-02-22
1408,my1409,dummy100,white,cotton,img1409,2019-05-25
1409,my1410,dummy57,blue,longShirts,img1410,2020-07-19
1410,my1411,dummy9,white,longPants,img1411,2020-11-17
1411,my1412,dummy58,yellow,jean,img1412,2018-09-21
1412,my1413,dummy68,white,hoodie,img1413,2019-10-22
1413,my1414,dummy27,blue,jogger,img1414,2020-10-10
1414,my1415,dummy4,white,longPants,img1415,2021-09-26
1415,my1416,dummy62,red,dressShirts,img1416,2018-11-26
1416,my1417,dummy53,red,slacks,img1417,2018-06-14
1417,my1418,dummy80,blue,sweatShirts,img1418,2019-04-26
1418,my1419,dummy81,red,jean,img1419,2020-02-08
1419,my1420,dummy76,yellow,sweatShirts,img1420,2020-03-11
1420,my1421,dummy9,blue,cotton,img1421,2018-01-05
1421,my1422,dummy29,white,jean,img1422,2019-02-04
1422,my1423,dummy50,blue,hoodie,img1423,2019-05-21
1423,my1424,dummy61,yellow,longShirts,img1424,2019-08-02
1424,my1425,dummy95,yellow,longShirts,img1425,2020-06-22
1425,my1426,dummy8,yellow,longShirts,img1426,2019-06-13
1426,my1427,dummy49,black,dressShirts,img1427,2019-04-04
1427,my1428,dummy92,black,sweatShirts,img1428,2020-12-25
1428,my1429,dummy18,blue,cotton,img1429,2021-01-09
1429,my1430,dummy75,red,hoodie,img1430,2018-08-26
1430,my1431,dummy11,blue,hoodie,img1431,2020-03-29
1431,my1432,dummy70,white,hoodie,img1432,2019-01-21
1432,my1433,dummy82,white,longPants,img1433,2021-01-11
1433,my1434,dummy37,blue,shortPants,img1434,2019-05-28
1434,my1435,dummy30,white,bottomEtc,img1435,2018-10-16
1435,my1436,dummy73,black,longPants,img1436,2021-10-13
1436,my1437,dummy99,yellow,knit,img1437,2018-02-17
1437,my1438,dummy15,black,slacks,img1438,2019-11-14
1438,my1439,dummy47,red,cotton,img1439,2020-04-10
1439,my1440,dummy16,white,shortPants,img1440,2019-08-25
1440,my1441,dummy60,white,knit,img1441,2018-03-04
1441,my1442,dummy58,black,jean,img1442,2020-11-13
1442,my1443,dummy79,black,topEtc,img1443,2018-01-09
1443,my1444,dummy59,black,longPants,img1444,2018-11-16
1444,my1445,dummy40,red,skirt,img1445,2018-07-03
1445,my1446,dummy19,yellow,slacks,img1446,2021-07-07
1446,my1447,dummy28,yellow,slacks,img1447,2021-11-11
1447,my1448,dummy94,yellow,hoodie,img1448,2019-07-15
1448,my1449,dummy91,white,bottomEtc,img1449,2020-12-02
1449,my1450,dummy54,black,topEtc,img1450,2020-04-30
1450,my1451,dummy86,white,shortPants,img1451,2019-03-02
1451,my1452,dummy45,yellow,longPants,img1452,2021-02-21
1452,my1453,dummy56,white,slacks,img1453,2018-06-06
1453,my1454,dummy23,yellow,longPants,img1454,2021-09-30
1454,my1455,dummy92,yellow,sweatShirts,img1455,2018-01-09
1455,my1456,dummy40,yellow,jean,img1456,2021-07-14
1456,my1457,dummy80,red,dressShirts,img1457,2019-06-17
1457,my1458,dummy22,blue,shortPants,img1458,2021-12-28
1458,my1459,dummy45,white,dressShirts,img1459,2018-03-11
1459,my1460,dummy88,red,hoodie,img1460,2020-04-28
1460,my1461,dummy95,white,skirt,img1461,2018-06-19
1461,my1462,dummy94,blue,dressShirts,img1462,2018-11-16
1462,my1463,dummy22,black,shortPants,img1463,2019-08-27
1463,my1464,dummy68,yellow,longShirts,img1464,2021-12-20
1464,my1465,dummy12,black,knit,img1465,2019-11-28
1465,my1466,dummy37,black,hoodie,img1466,2018-09-16
1466,my1467,dummy65,blue,bottomEtc,img1467,2019-02-16
1467,my1468,dummy34,yellow,longPants,img1468,2018-10-07
1468,my1469,dummy100,blue,jean,img1469,2020-05-24
1469,my1470,dummy37,black,slacks,img1470,2019-12-28
1470,my1471,dummy2,white,slacks,img1471,2018-02-19
1471,my1472,dummy70,red,cotton,img1472,2018-10-16
1472,my1473,dummy81,yellow,topEtc,img1473,2021-02-23
1473,my1474,dummy54,blue,shortShirts,img1474,2020-11-10
