,myclothesid,userid,mycolor,mycategory,myimg,buydate
945,946,24,blue,trousers,img946,2019-11-15 0:00
946,947,7,pattern,sling_dress,img947,2019-05-04 0:00
947,948,75,blue,trousers,img948,2018-06-05 0:00
948,949,82,red,vest_dress,img949,2018-11-28 0:00
949,950,37,white,short_sleeve_top,img950,2020-03-29 0:00
950,951,13,black,vest_dress,img951,2018-04-17 0:00
951,952,98,pattern,shorts,img952,2020-10-31 0:00
952,953,27,red,trousers,img953,2019-10-23 0:00
953,954,68,pattern,sling_dress,img954,2021-11-07 0:00
954,955,77,black,vest_dress,img955,2020-06-23 0:00
955,956,28,pattern,long_sleeve_outer,img956,2020-09-27 0:00
956,957,87,white,long_sleeve_dress,img957,2019-11-21 0:00
957,958,31,white,shorts,img958,2021-06-15 0:00
958,959,64,blue,trousers,img959,2020-01-13 0:00
959,960,68,blue,trousers,img960,2019-06-07 0:00
960,961,12,blue,long_sleeve_top,img961,2018-09-16 0:00
961,962,24,blue,skirt,img962,2020-02-25 0:00
962,963,3,blue,vest_dress,img963,2021-01-05 0:00
963,964,36,blue,shorts,img964,2019-02-09 0:00
964,965,33,blue,long_sleeve_top,img965,2021-03-26 0:00
965,966,79,white,vest,img966,2018-12-19 0:00
966,967,38,blue,long_sleeve_outer,img967,2021-05-23 0:00
967,968,1,red,vest_dress,img968,2018-11-12 0:00
968,969,62,white,sling,img969,2019-07-27 0:00
969,970,1,pattern,skirt,img970,2021-09-17 0:00
970,971,76,blue,skirt,img971,2018-10-17 0:00
971,972,96,blue,trousers,img972,2019-11-21 0:00
972,973,65,white,short_sleeve_dress,img973,2019-09-20 0:00
973,974,90,blue,skirt,img974,2018-08-06 0:00
974,975,99,pattern,long_sleeve_outer,img975,2018-05-13 0:00
975,976,88,blue,short_sleeve_top,img976,2020-01-18 0:00
976,977,36,blue,long_sleeve_dress,img977,2018-08-16 0:00
977,978,57,blue,sling_dress,img978,2020-04-24 0:00
978,979,51,white,long_sleeve_dress,img979,2018-07-04 0:00
979,980,85,pattern,short_sleeve_top,img980,2018-08-21 0:00
980,981,35,red,shorts,img981,2018-08-19 0:00
981,982,27,blue,vest_dress,img982,2019-01-21 0:00
982,983,35,red,long_sleeve_outer,img983,2019-04-22 0:00
983,984,4,red,long_sleeve_dress,img984,2018-09-30 0:00
984,985,51,blue,skirt,img985,2020-05-16 0:00
985,986,3,white,sling_dress,img986,2018-12-02 0:00
986,987,84,red,vest,img987,2018-11-30 0:00
987,988,33,black,vest_dress,img988,2021-08-01 0:00
988,989,15,red,sling_dress,img989,2021-03-03 0:00
989,990,60,red,short_sleeve_outer,img990,2019-09-28 0:00
990,991,81,blue,short_sleeve_top,img991,2019-01-16 0:00
991,992,95,white,long_sleeve_dress,img992,2021-10-15 0:00
992,993,71,red,long_sleeve_outer,img993,2020-09-29 0:00
993,994,57,pattern,short_sleeve_outer,img994,2018-04-21 0:00
994,995,33,black,long_sleeve_top,img995,2020-11-23 0:00
995,996,90,blue,vest_dress,img996,2019-03-27 0:00
996,997,1,blue,vest_dress,img997,2018-08-19 0:00
997,998,11,pattern,shorts,img998,2021-05-18 0:00
998,999,16,blue,trousers,img999,2019-02-08 0:00
999,1000,74,pattern,sling,img1000,2019-03-26 0:00
1000,1001,9,blue,short_sleeve_dress,img1001,2020-01-25 0:00
1001,1002,79,blue,short_sleeve_top,img1002,2021-12-22 0:00
1002,1003,52,red,trousers,img1003,2018-06-23 0:00
1003,1004,35,blue,long_sleeve_top,img1004,2018-11-05 0:00
1004,1005,23,white,vest_dress,img1005,2019-05-21 0:00
1005,1006,48,red,skirt,img1006,2018-04-03 0:00
1006,1007,56,black,short_sleeve_dress,img1007,2020-10-11 0:00
1007,1008,21,red,vest_dress,img1008,2018-01-02 0:00
1008,1009,77,white,vest_dress,img1009,2020-06-21 0:00
1009,1010,24,blue,skirt,img1010,2020-07-12 0:00
1010,1011,72,blue,short_sleeve_top,img1011,2018-08-06 0:00
1011,1012,86,black,long_sleeve_top,img1012,2021-02-22 0:00
1012,1013,82,blue,long_sleeve_top,img1013,2019-10-21 0:00
1013,1014,48,pattern,long_sleeve_dress,img1014,2021-08-14 0:00
1014,1015,61,black,short_sleeve_dress,img1015,2020-11-07 0:00
1015,1016,75,black,sling_dress,img1016,2020-10-23 0:00
1016,1017,19,black,skirt,img1017,2020-10-20 0:00
1017,1018,45,pattern,long_sleeve_dress,img1018,2019-08-20 0:00
1018,1019,54,pattern,trousers,img1019,2020-02-04 0:00
1019,1020,8,blue,short_sleeve_top,img1020,2021-01-17 0:00
1020,1021,23,black,sling,img1021,2019-04-18 0:00
1021,1022,8,pattern,vest_dress,img1022,2018-04-28 0:00
1022,1023,82,pattern,vest,img1023,2021-11-01 0:00
1023,1024,79,black,trousers,img1024,2019-07-23 0:00
1024,1025,38,white,shorts,img1025,2020-10-31 0:00
1025,1026,77,white,vest,img1026,2019-03-09 0:00
1026,1027,98,red,long_sleeve_outer,img1027,2019-04-23 0:00
1027,1028,37,black,trousers,img1028,2018-04-12 0:00
1028,1029,57,blue,sling_dress,img1029,2021-04-20 0:00
1029,1030,10,white,long_sleeve_outer,img1030,2021-02-07 0:00
1030,1031,7,blue,sling,img1031,2020-03-25 0:00
1031,1032,3,black,long_sleeve_outer,img1032,2021-12-15 0:00
1032,1033,42,blue,sling,img1033,2018-09-03 0:00
1033,1034,38,white,long_sleeve_dress,img1034,2021-12-02 0:00
1034,1035,22,blue,short_sleeve_top,img1035,2021-10-31 0:00
1035,1036,53,blue,shorts,img1036,2021-07-20 0:00
1036,1037,68,blue,sling,img1037,2019-04-29 0:00
1037,1038,93,red,sling_dress,img1038,2019-08-08 0:00
1038,1039,59,pattern,sling_dress,img1039,2020-12-06 0:00
1039,1040,44,red,short_sleeve_outer,img1040,2019-11-07 0:00
1040,1041,8,blue,trousers,img1041,2020-05-02 0:00
1041,1042,87,blue,short_sleeve_dress,img1042,2019-02-17 0:00
1042,1043,84,black,sling_dress,img1043,2018-08-28 0:00
1043,1044,65,blue,short_sleeve_top,img1044,2019-01-09 0:00
1044,1045,55,blue,sling,img1045,2019-03-03 0:00
1045,1046,71,white,short_sleeve_outer,img1046,2018-01-14 0:00
1046,1047,93,white,short_sleeve_outer,img1047,2019-03-28 0:00
1047,1048,51,white,short_sleeve_dress,img1048,2021-01-18 0:00
1048,1049,65,black,trousers,img1049,2021-11-25 0:00
1049,1050,54,blue,short_sleeve_dress,img1050,2021-01-23 0:00
1050,1051,82,blue,long_sleeve_dress,img1051,2021-02-22 0:00
1051,1052,22,blue,trousers,img1052,2019-08-21 0:00
1052,1053,20,pattern,sling_dress,img1053,2021-04-02 0:00
1053,1054,29,pattern,shorts,img1054,2019-08-13 0:00
1054,1055,4,white,long_sleeve_dress,img1055,2019-12-04 0:00
1055,1056,26,blue,short_sleeve_dress,img1056,2019-06-08 0:00
1056,1057,43,white,sling_dress,img1057,2021-07-31 0:00
1057,1058,7,red,long_sleeve_outer,img1058,2021-05-20 0:00
1058,1059,65,blue,long_sleeve_dress,img1059,2020-05-09 0:00
1059,1060,72,black,long_sleeve_dress,img1060,2021-12-07 0:00
1060,1061,21,black,short_sleeve_dress,img1061,2021-04-02 0:00
1061,1062,40,blue,long_sleeve_outer,img1062,2018-04-11 0:00
1062,1063,83,red,sling_dress,img1063,2021-10-26 0:00
1063,1064,11,black,long_sleeve_top,img1064,2020-04-27 0:00
1064,1065,68,pattern,short_sleeve_outer,img1065,2021-03-13 0:00
1065,1066,54,white,skirt,img1066,2020-07-20 0:00
1066,1067,30,blue,long_sleeve_top,img1067,2019-03-08 0:00
1067,1068,50,blue,trousers,img1068,2020-05-19 0:00
1068,1069,32,blue,short_sleeve_dress,img1069,2018-05-01 0:00
1069,1070,58,blue,vest_dress,img1070,2020-12-09 0:00
1070,1071,8,blue,shorts,img1071,2019-10-07 0:00
1071,1072,33,red,long_sleeve_outer,img1072,2018-12-23 0:00
1072,1073,12,black,long_sleeve_top,img1073,2019-08-01 0:00
1073,1074,8,white,long_sleeve_outer,img1074,2020-05-10 0:00
1074,1075,62,blue,long_sleeve_top,img1075,2021-06-08 0:00
1075,1076,45,white,short_sleeve_top,img1076,2020-04-22 0:00
1076,1077,99,blue,shorts,img1077,2018-11-01 0:00
1077,1078,52,black,vest,img1078,2021-03-16 0:00
1078,1079,43,blue,long_sleeve_top,img1079,2019-05-13 0:00
1079,1080,32,black,vest,img1080,2019-11-26 0:00
1080,1081,12,blue,trousers,img1081,2021-08-28 0:00
1081,1082,17,blue,long_sleeve_top,img1082,2021-03-11 0:00
1082,1083,13,blue,shorts,img1083,2021-03-14 0:00
1083,1084,75,red,vest,img1084,2021-09-30 0:00
1084,1085,37,pattern,vest,img1085,2018-06-19 0:00
1085,1086,1,pattern,sling_dress,img1086,2019-02-10 0:00
1086,1087,52,black,long_sleeve_top,img1087,2018-10-31 0:00
1087,1088,11,white,vest_dress,img1088,2021-02-21 0:00
1088,1089,8,pattern,short_sleeve_outer,img1089,2020-01-17 0:00
1089,1090,13,blue,vest_dress,img1090,2020-01-12 0:00
1090,1091,26,white,short_sleeve_dress,img1091,2018-09-21 0:00
1091,1092,36,red,vest,img1092,2020-01-05 0:00
1092,1093,79,blue,long_sleeve_outer,img1093,2019-07-04 0:00
1093,1094,35,red,skirt,img1094,2021-04-02 0:00
1094,1095,52,black,sling_dress,img1095,2019-12-12 0:00
1095,1096,70,black,vest,img1096,2021-01-05 0:00
1096,1097,14,white,skirt,img1097,2018-07-21 0:00
1097,1098,55,pattern,trousers,img1098,2020-06-02 0:00
1098,1099,19,black,skirt,img1099,2020-04-08 0:00
1099,1100,45,black,skirt,img1100,2021-05-08 0:00
1100,1101,77,blue,vest_dress,img1101,2021-12-25 0:00
1101,1102,81,white,sling,img1102,2020-09-22 0:00
1102,1103,68,red,vest_dress,img1103,2018-01-20 0:00
1103,1104,89,blue,short_sleeve_outer,img1104,2019-10-04 0:00
1104,1105,17,white,long_sleeve_dress,img1105,2018-01-16 0:00
1105,1106,76,blue,long_sleeve_outer,img1106,2018-06-29 0:00
1106,1107,46,blue,long_sleeve_outer,img1107,2021-07-04 0:00
1107,1108,40,blue,skirt,img1108,2021-02-11 0:00
1108,1109,100,black,long_sleeve_outer,img1109,2019-09-20 0:00
1109,1110,94,pattern,short_sleeve_dress,img1110,2021-06-14 0:00
1110,1111,9,white,long_sleeve_top,img1111,2018-02-26 0:00
1111,1112,63,red,sling,img1112,2021-01-25 0:00
1112,1113,35,pattern,sling,img1113,2021-11-09 0:00
1113,1114,44,blue,sling,img1114,2019-05-24 0:00
1114,1115,95,pattern,trousers,img1115,2020-02-15 0:00
1115,1116,45,blue,long_sleeve_outer,img1116,2018-07-31 0:00
1116,1117,19,red,short_sleeve_outer,img1117,2019-01-15 0:00
1117,1118,1,pattern,trousers,img1118,2018-06-02 0:00
1118,1119,90,pattern,sling_dress,img1119,2019-04-07 0:00
1119,1120,97,white,long_sleeve_top,img1120,2020-11-29 0:00
1120,1121,78,blue,long_sleeve_outer,img1121,2019-05-01 0:00
1121,1122,59,white,skirt,img1122,2018-08-14 0:00
1122,1123,20,pattern,vest_dress,img1123,2019-03-31 0:00
1123,1124,40,black,short_sleeve_outer,img1124,2018-05-27 0:00
1124,1125,17,blue,short_sleeve_top,img1125,2020-07-05 0:00
1125,1126,63,black,vest_dress,img1126,2019-06-12 0:00
1126,1127,52,pattern,short_sleeve_outer,img1127,2018-07-13 0:00
1127,1128,17,black,long_sleeve_top,img1128,2021-04-03 0:00
1128,1129,48,black,short_sleeve_dress,img1129,2020-08-30 0:00
1129,1130,59,blue,trousers,img1130,2020-02-18 0:00
1130,1131,8,pattern,short_sleeve_outer,img1131,2018-07-06 0:00
1131,1132,81,blue,short_sleeve_dress,img1132,2020-02-27 0:00
1132,1133,39,black,trousers,img1133,2021-01-14 0:00
1133,1134,81,white,long_sleeve_outer,img1134,2019-12-16 0:00
1134,1135,21,blue,shorts,img1135,2021-03-04 0:00
1135,1136,24,white,trousers,img1136,2020-07-29 0:00
1136,1137,24,pattern,short_sleeve_dress,img1137,2020-09-05 0:00
1137,1138,43,blue,long_sleeve_dress,img1138,2019-08-04 0:00
1138,1139,47,black,skirt,img1139,2018-11-03 0:00
1139,1140,3,black,long_sleeve_dress,img1140,2021-11-27 0:00
1140,1141,24,white,shorts,img1141,2018-08-29 0:00
1141,1142,85,blue,long_sleeve_dress,img1142,2021-06-16 0:00
1142,1143,46,red,long_sleeve_top,img1143,2020-01-31 0:00
1143,1144,53,white,long_sleeve_outer,img1144,2020-02-22 0:00
1144,1145,19,black,short_sleeve_outer,img1145,2018-12-09 0:00
1145,1146,12,pattern,shorts,img1146,2020-09-12 0:00
1146,1147,47,black,short_sleeve_outer,img1147,2018-04-16 0:00
1147,1148,54,pattern,sling_dress,img1148,2018-03-13 0:00
1148,1149,91,pattern,long_sleeve_dress,img1149,2019-02-23 0:00
1149,1150,1,blue,long_sleeve_dress,img1150,2020-09-26 0:00
1150,1151,95,pattern,short_sleeve_top,img1151,2019-05-22 0:00
1151,1152,7,blue,short_sleeve_top,img1152,2018-02-12 0:00
1152,1153,75,white,vest,img1153,2021-10-07 0:00
1153,1154,46,red,sling_dress,img1154,2021-09-02 0:00
1154,1155,27,pattern,shorts,img1155,2019-02-19 0:00
1155,1156,46,blue,short_sleeve_outer,img1156,2018-05-11 0:00
1156,1157,3,white,short_sleeve_dress,img1157,2019-09-01 0:00
1157,1158,87,blue,short_sleeve_top,img1158,2021-04-21 0:00
1158,1159,7,red,vest_dress,img1159,2019-07-01 0:00
1159,1160,82,blue,vest,img1160,2019-10-07 0:00
1160,1161,64,red,sling_dress,img1161,2020-01-15 0:00
1161,1162,96,blue,vest,img1162,2019-04-19 0:00
1162,1163,82,blue,sling,img1163,2021-09-20 0:00
1163,1164,54,blue,long_sleeve_outer,img1164,2021-05-10 0:00
1164,1165,82,pattern,vest,img1165,2018-03-13 0:00
1165,1166,45,pattern,sling_dress,img1166,2019-08-27 0:00
1166,1167,10,white,shorts,img1167,2021-10-07 0:00
1167,1168,98,pattern,vest_dress,img1168,2021-01-01 0:00
1168,1169,67,white,vest_dress,img1169,2021-06-05 0:00
1169,1170,99,black,short_sleeve_dress,img1170,2021-02-18 0:00
1170,1171,72,pattern,vest,img1171,2019-10-21 0:00
1171,1172,93,black,short_sleeve_outer,img1172,2018-11-10 0:00
1172,1173,51,blue,trousers,img1173,2020-09-21 0:00
1173,1174,8,black,long_sleeve_top,img1174,2019-01-16 0:00
1174,1175,89,white,vest_dress,img1175,2020-12-26 0:00
1175,1176,75,blue,short_sleeve_outer,img1176,2020-06-22 0:00
1176,1177,66,blue,long_sleeve_top,img1177,2018-03-14 0:00
1177,1178,8,blue,shorts,img1178,2020-09-12 0:00
1178,1179,18,white,vest_dress,img1179,2020-11-16 0:00
1179,1180,97,blue,long_sleeve_top,img1180,2019-04-24 0:00
1180,1181,12,white,vest,img1181,2020-12-15 0:00
1181,1182,17,black,long_sleeve_top,img1182,2020-06-17 0:00
1182,1183,33,white,short_sleeve_top,img1183,2019-05-09 0:00
1183,1184,54,black,short_sleeve_top,img1184,2020-07-01 0:00
1184,1185,38,white,long_sleeve_dress,img1185,2018-04-16 0:00
1185,1186,56,white,shorts,img1186,2019-09-27 0:00
1186,1187,79,blue,sling_dress,img1187,2018-06-14 0:00
1187,1188,68,blue,vest_dress,img1188,2020-02-12 0:00
1188,1189,75,white,skirt,img1189,2020-10-26 0:00
1189,1190,77,red,trousers,img1190,2021-11-01 0:00
1190,1191,59,red,sling,img1191,2019-05-09 0:00
1191,1192,64,blue,trousers,img1192,2021-08-19 0:00
1192,1193,1,blue,long_sleeve_dress,img1193,2019-11-23 0:00
1193,1194,35,white,sling,img1194,2020-11-13 0:00
1194,1195,50,pattern,sling,img1195,2021-04-18 0:00
1195,1196,16,blue,vest_dress,img1196,2021-11-01 0:00
1196,1197,87,blue,short_sleeve_top,img1197,2020-09-17 0:00
1197,1198,5,blue,vest_dress,img1198,2020-01-26 0:00
1198,1199,84,black,skirt,img1199,2019-09-12 0:00
1199,1200,40,white,vest_dress,img1200,2019-12-14 0:00
1200,1201,62,white,skirt,img1201,2020-01-15 0:00
1201,1202,93,black,sling,img1202,2021-01-08 0:00
1202,1203,66,black,short_sleeve_outer,img1203,2019-03-18 0:00
1203,1204,74,white,vest_dress,img1204,2020-02-15 0:00
1204,1205,68,red,long_sleeve_top,img1205,2019-04-09 0:00
1205,1206,40,blue,shorts,img1206,2019-05-24 0:00
1206,1207,3,pattern,long_sleeve_top,img1207,2018-09-14 0:00
1207,1208,82,white,vest_dress,img1208,2019-01-25 0:00
1208,1209,24,blue,long_sleeve_dress,img1209,2021-02-21 0:00
1209,1210,80,blue,sling,img1210,2019-12-30 0:00
1210,1211,74,pattern,short_sleeve_outer,img1211,2018-03-11 0:00
1211,1212,72,blue,short_sleeve_outer,img1212,2019-02-14 0:00
1212,1213,38,black,short_sleeve_outer,img1213,2019-01-12 0:00
1213,1214,8,red,sling,img1214,2019-12-28 0:00
1214,1215,62,pattern,vest_dress,img1215,2021-08-14 0:00
1215,1216,59,blue,long_sleeve_dress,img1216,2018-05-13 0:00
1216,1217,94,white,vest,img1217,2021-10-08 0:00
1217,1218,27,pattern,sling_dress,img1218,2018-10-18 0:00
1218,1219,83,pattern,long_sleeve_outer,img1219,2018-07-10 0:00
1219,1220,44,blue,skirt,img1220,2020-06-14 0:00
1220,1221,88,black,short_sleeve_outer,img1221,2018-09-21 0:00
1221,1222,66,white,short_sleeve_outer,img1222,2018-04-15 0:00
1222,1223,34,blue,shorts,img1223,2018-12-08 0:00
1223,1224,93,pattern,sling_dress,img1224,2021-06-11 0:00
1224,1225,23,red,long_sleeve_outer,img1225,2019-08-16 0:00
1225,1226,37,blue,short_sleeve_dress,img1226,2019-03-27 0:00
1226,1227,74,blue,long_sleeve_top,img1227,2021-03-05 0:00
1227,1228,93,pattern,long_sleeve_top,img1228,2021-04-25 0:00
1228,1229,52,pattern,skirt,img1229,2020-02-29 0:00
1229,1230,25,white,long_sleeve_dress,img1230,2021-08-25 0:00
1230,1231,38,blue,long_sleeve_outer,img1231,2021-03-07 0:00
1231,1232,60,black,shorts,img1232,2019-03-10 0:00
1232,1233,86,white,skirt,img1233,2020-08-07 0:00
1233,1234,25,black,long_sleeve_outer,img1234,2019-09-05 0:00
1234,1235,43,red,short_sleeve_dress,img1235,2018-04-22 0:00
1235,1236,63,pattern,sling_dress,img1236,2021-02-20 0:00
1236,1237,30,red,short_sleeve_top,img1237,2018-05-07 0:00
1237,1238,77,pattern,short_sleeve_outer,img1238,2018-04-09 0:00
1238,1239,22,blue,shorts,img1239,2018-05-04 0:00
1239,1240,48,blue,short_sleeve_outer,img1240,2020-03-03 0:00
1240,1241,51,blue,short_sleeve_dress,img1241,2018-10-12 0:00
1241,1242,51,blue,long_sleeve_outer,img1242,2019-03-20 0:00
1242,1243,21,white,skirt,img1243,2018-05-01 0:00
1243,1244,74,white,skirt,img1244,2020-04-11 0:00
1244,1245,12,red,long_sleeve_dress,img1245,2018-06-26 0:00
1245,1246,86,black,sling,img1246,2018-01-06 0:00
1246,1247,21,blue,long_sleeve_top,img1247,2020-02-21 0:00
1247,1248,61,black,sling,img1248,2020-01-03 0:00
1248,1249,66,blue,short_sleeve_dress,img1249,2021-12-09 0:00
1249,1250,79,pattern,long_sleeve_outer,img1250,2020-07-03 0:00
1250,1251,49,white,long_sleeve_outer,img1251,2020-10-29 0:00
1251,1252,81,black,sling,img1252,2020-06-15 0:00
1252,1253,16,red,long_sleeve_outer,img1253,2019-02-03 0:00
1253,1254,47,white,trousers,img1254,2020-07-10 0:00
1254,1255,64,red,trousers,img1255,2018-05-08 0:00
1255,1256,12,red,skirt,img1256,2019-06-23 0:00
1256,1257,24,blue,trousers,img1257,2020-05-07 0:00
1257,1258,98,red,sling_dress,img1258,2018-01-31 0:00
1258,1259,89,pattern,short_sleeve_outer,img1259,2019-03-23 0:00
1259,1260,91,red,short_sleeve_top,img1260,2020-03-15 0:00
1260,1261,43,white,short_sleeve_top,img1261,2019-12-05 0:00
1261,1262,75,red,trousers,img1262,2021-10-26 0:00
1262,1263,86,blue,skirt,img1263,2020-09-15 0:00
1263,1264,11,white,shorts,img1264,2018-02-14 0:00
1264,1265,44,pattern,long_sleeve_outer,img1265,2020-05-22 0:00
1265,1266,2,black,trousers,img1266,2021-12-03 0:00
1266,1267,93,white,vest_dress,img1267,2021-04-23 0:00
1267,1268,36,black,short_sleeve_outer,img1268,2019-08-13 0:00
1268,1269,100,black,vest_dress,img1269,2020-12-03 0:00
1269,1270,78,white,short_sleeve_outer,img1270,2020-04-07 0:00
1270,1271,35,pattern,long_sleeve_dress,img1271,2018-01-18 0:00
1271,1272,75,pattern,shorts,img1272,2018-10-10 0:00
1272,1273,94,blue,vest_dress,img1273,2020-01-29 0:00
1273,1274,7,blue,trousers,img1274,2020-08-27 0:00
1274,1275,40,pattern,sling,img1275,2020-08-19 0:00
1275,1276,39,red,sling,img1276,2021-05-02 0:00
1276,1277,74,black,long_sleeve_dress,img1277,2019-05-24 0:00
1277,1278,14,blue,vest,img1278,2019-06-10 0:00
1278,1279,19,blue,shorts,img1279,2018-02-17 0:00
1279,1280,19,red,sling,img1280,2020-09-28 0:00
1280,1281,9,black,shorts,img1281,2020-06-06 0:00
1281,1282,53,blue,short_sleeve_dress,img1282,2021-06-27 0:00
1282,1283,3,blue,long_sleeve_top,img1283,2021-06-02 0:00
1283,1284,55,black,shorts,img1284,2018-10-12 0:00
1284,1285,100,blue,long_sleeve_outer,img1285,2019-06-27 0:00
1285,1286,6,pattern,vest,img1286,2020-12-26 0:00
1286,1287,53,white,sling,img1287,2019-10-16 0:00
1287,1288,10,pattern,short_sleeve_dress,img1288,2018-07-19 0:00
1288,1289,78,black,vest_dress,img1289,2020-10-10 0:00
1289,1290,85,red,sling,img1290,2018-06-06 0:00
1290,1291,85,blue,trousers,img1291,2021-11-23 0:00
1291,1292,89,pattern,long_sleeve_dress,img1292,2019-08-25 0:00
1292,1293,25,white,shorts,img1293,2018-09-06 0:00
1293,1294,63,pattern,trousers,img1294,2019-05-22 0:00
1294,1295,50,black,long_sleeve_outer,img1295,2018-12-01 0:00
1295,1296,70,blue,sling,img1296,2021-07-06 0:00
1296,1297,8,red,short_sleeve_dress,img1297,2019-11-19 0:00
1297,1298,37,pattern,long_sleeve_top,img1298,2021-05-12 0:00
1298,1299,1,white,skirt,img1299,2021-01-19 0:00
1299,1300,81,red,vest,img1300,2019-03-18 0:00
1300,1301,48,red,short_sleeve_dress,img1301,2019-08-24 0:00
1301,1302,29,black,vest_dress,img1302,2021-10-22 0:00
1302,1303,37,black,long_sleeve_outer,img1303,2020-09-01 0:00
1303,1304,49,pattern,long_sleeve_outer,img1304,2021-11-16 0:00
1304,1305,81,pattern,long_sleeve_dress,img1305,2021-04-12 0:00
1305,1306,52,pattern,vest,img1306,2021-08-22 0:00
1306,1307,51,pattern,shorts,img1307,2021-05-12 0:00
1307,1308,99,blue,long_sleeve_top,img1308,2018-10-21 0:00
1308,1309,60,blue,shorts,img1309,2018-09-20 0:00
1309,1310,33,pattern,vest,img1310,2020-05-10 0:00
1310,1311,82,blue,skirt,img1311,2019-12-30 0:00
1311,1312,11,blue,sling_dress,img1312,2020-06-05 0:00
1312,1313,84,blue,skirt,img1313,2021-01-11 0:00
1313,1314,6,pattern,short_sleeve_top,img1314,2019-03-29 0:00
1314,1315,29,red,long_sleeve_top,img1315,2019-02-06 0:00
1315,1316,61,pattern,long_sleeve_dress,img1316,2019-02-06 0:00
1316,1317,32,red,short_sleeve_dress,img1317,2020-03-20 0:00
1317,1318,96,white,skirt,img1318,2019-02-21 0:00
1318,1319,82,red,vest,img1319,2018-01-23 0:00
1319,1320,88,blue,long_sleeve_top,img1320,2018-07-29 0:00
1320,1321,63,red,short_sleeve_outer,img1321,2021-07-27 0:00
1321,1322,67,white,trousers,img1322,2021-03-31 0:00
1322,1323,30,blue,sling_dress,img1323,2018-06-06 0:00
1323,1324,26,pattern,trousers,img1324,2019-09-23 0:00
1324,1325,86,pattern,shorts,img1325,2019-06-28 0:00
1325,1326,20,white,short_sleeve_outer,img1326,2020-03-17 0:00
1326,1327,76,white,shorts,img1327,2018-11-17 0:00
1327,1328,10,red,long_sleeve_top,img1328,2019-06-13 0:00
1328,1329,14,blue,long_sleeve_outer,img1329,2018-04-03 0:00
1329,1330,26,blue,short_sleeve_dress,img1330,2019-10-03 0:00
1330,1331,58,black,shorts,img1331,2018-04-20 0:00
1331,1332,42,white,long_sleeve_top,img1332,2019-11-17 0:00
1332,1333,67,red,short_sleeve_dress,img1333,2021-02-26 0:00
1333,1334,94,blue,vest_dress,img1334,2020-04-12 0:00
1334,1335,23,red,skirt,img1335,2019-01-07 0:00
1335,1336,38,white,short_sleeve_top,img1336,2020-04-17 0:00
1336,1337,34,blue,shorts,img1337,2019-02-28 0:00
1337,1338,94,pattern,sling_dress,img1338,2020-11-12 0:00
1338,1339,68,pattern,vest_dress,img1339,2020-06-03 0:00
1339,1340,14,blue,short_sleeve_outer,img1340,2019-09-17 0:00
1340,1341,99,blue,long_sleeve_outer,img1341,2020-05-13 0:00
1341,1342,37,red,long_sleeve_outer,img1342,2019-02-27 0:00
1342,1343,17,blue,long_sleeve_dress,img1343,2020-05-27 0:00
1343,1344,97,blue,vest,img1344,2021-11-12 0:00
1344,1345,80,white,sling,img1345,2019-03-23 0:00
1345,1346,92,blue,long_sleeve_outer,img1346,2019-12-06 0:00
1346,1347,74,white,vest,img1347,2018-07-15 0:00
1347,1348,34,pattern,short_sleeve_top,img1348,2020-05-30 0:00
1348,1349,3,pattern,short_sleeve_dress,img1349,2021-04-01 0:00
1349,1350,16,red,long_sleeve_dress,img1350,2021-03-07 0:00
1350,1351,8,pattern,short_sleeve_outer,img1351,2020-02-08 0:00
1351,1352,51,red,long_sleeve_top,img1352,2020-01-27 0:00
1352,1353,99,blue,trousers,img1353,2018-10-24 0:00
1353,1354,79,black,shorts,img1354,2019-01-15 0:00
1354,1355,92,red,shorts,img1355,2021-06-13 0:00
1355,1356,86,red,long_sleeve_outer,img1356,2019-04-15 0:00
1356,1357,47,pattern,sling,img1357,2020-12-13 0:00
1357,1358,100,pattern,long_sleeve_dress,img1358,2021-03-02 0:00
1358,1359,46,black,long_sleeve_dress,img1359,2018-08-08 0:00
1359,1360,28,blue,trousers,img1360,2021-07-31 0:00
1360,1361,49,pattern,shorts,img1361,2018-01-24 0:00
1361,1362,13,blue,short_sleeve_top,img1362,2019-12-19 0:00
1362,1363,35,pattern,long_sleeve_dress,img1363,2018-11-05 0:00
1363,1364,90,red,long_sleeve_top,img1364,2021-08-18 0:00
1364,1365,24,red,short_sleeve_outer,img1365,2020-02-12 0:00
1365,1366,42,red,sling_dress,img1366,2019-11-04 0:00
1366,1367,48,pattern,long_sleeve_top,img1367,2018-12-18 0:00
1367,1368,88,blue,long_sleeve_top,img1368,2018-04-15 0:00
1368,1369,93,white,short_sleeve_top,img1369,2018-10-10 0:00
1369,1370,80,blue,vest,img1370,2020-03-29 0:00
1370,1371,6,black,vest,img1371,2020-02-14 0:00
1371,1372,39,white,long_sleeve_top,img1372,2020-01-11 0:00
1372,1373,76,black,vest_dress,img1373,2021-07-10 0:00
1373,1374,98,red,shorts,img1374,2020-08-07 0:00
1374,1375,83,black,long_sleeve_outer,img1375,2020-11-17 0:00
1375,1376,15,white,vest_dress,img1376,2021-11-23 0:00
1376,1377,30,black,long_sleeve_outer,img1377,2021-06-02 0:00
1377,1378,38,white,long_sleeve_dress,img1378,2021-12-31 0:00
1378,1379,33,pattern,vest_dress,img1379,2021-11-28 0:00
