,myclosetid,id,time,temp,hum,dust
983,984,4,2022-06-08 10:00,17.8,79.4,108.1
984,985,25,2022-06-08 14:00,23.4,37.5,15.3
985,986,15,2022-06-11 20:00,22.8,35.3,18.7
986,987,18,2022-06-10 21:00,19.3,76.9,130.2
987,988,3,2022-06-11 8:00,21.5,10.8,36.6
988,989,45,2022-06-10 13:00,27.4,21.2,122
989,990,5,2022-06-11 13:00,27.1,55.4,138.5
990,991,95,2022-06-09 2:00,18,51.2,5.6
991,992,57,2022-06-11 20:00,20.3,50.6,42
992,993,69,2022-06-08 7:00,29.8,18.3,20.8
993,994,2,2022-06-09 6:00,18.5,11.5,95.5
994,995,24,2022-06-08 14:00,23.7,70.1,42.4
995,996,31,2022-06-11 20:00,21.4,62,82.9
996,997,67,2022-06-11 11:00,23.6,31,71
997,998,75,2022-06-11 11:00,18.8,18.5,33.6
998,999,92,2022-06-10 0:00,16.8,60.7,49.6
999,1000,98,2022-06-08 5:00,15.1,11.7,132.7
